"employeeID","months_worked2021","function_group"
16916,12,"01TI80"
16917,12,"01ITS0"
16923,12,"01ITC0"
16925,12,"01RH01"
16926,12,"01T100"
16927,12,"01T100"
16928,12,"01T100"
16930,12,"01ITE0"
16941,12,"01VD00"
16945,12,"01VV00"
16954,12,"01NA00"
16958,12,"01ITI0"
16960,12,"01IA00"
16961,2,"01TI80"
16963,12,"01TI80"
16964,12,"01TI80"
16965,12,"01TI80"
16966,12,"01KD00"
16967,12,"01ITI0"
16968,6,"01RH01"
16978,12,"01ITT0"
16996,12,"01AS00"
16997,12,"01TI29"
16998,12,"01KA00"
16999,12,"01KA00"
17002,12,"01TI80"
17006,3,"01T100"
17019,12,"01T100"
17020,12,"01T100"
17021,12,"01T100"
17024,12,"01ITT0"
17033,12,"01T100"
17048,12,"01RH01"
17049,12,"01RH01"
17058,12,"01T100"
17059,12,"01VV00"
17063,12,"01ITS0"
17068,12,"01ITC0"
17075,12,"01T100"
17077,12,"01TI80"
17079,12,"01TI80"
17081,12,"01RH01"
17082,12,"01NA00"
17086,12,"01T100"
17089,12,"01JD00"
17093,12,"01GR00"
17096,12,"01GR00"
17097,12,"01GR00"
17099,12,"01RT01"
17103,12,"01ITE0"
17108,12,"01GR00"
17110,12,"01ITC0"
17113,12,"01TI29"
17114,12,"01TI29"
17115,12,"01SZ10"
17121,12,"01TI80"
17122,12,"01TI80"
17127,12,"01RT01"
17134,12,"01ITS0"
17136,12,"01T100"
17140,12,"01KA00"
17148,12,"01TI80"
17160,12,"01RH01"
17167,12,"01ED00"
17175,12,"01IN00"
17180,12,"01RH01"
17184,12,"01PD00"
17188,12,"01RH01"
17189,12,"01RT01"
17191,12,"01TI80"
17193,12,"01KA00"
17208,12,"01IA00"
17210,6,"01RT01"
17212,5,"01PB10"
17215,12,"01IA00"
17224,12,"01T100"
17225,12,"01VV00"
17226,12,"01T100"
17231,12,"01TI80"
17239,12,"01KA00"
17241,11,"01RH01"
17245,12,"01ED00"
17249,12,"01ITE0"
17258,12,"01ITC0"
17265,12,"01RH01"
17274,12,"01PB10"
17275,12,"01PB10"
17278,12,"01RH01"
17279,12,"01RH01"
17284,12,"01TI80"
17285,12,"01ED00"
17289,12,"01PD00"
17301,12,"01T100"
17302,12,"01ITI0"
17303,12,"01ITI0"
17305,12,"01GR00"
17308,12,"01T100"
17314,12,"01EM00"
17343,12,"01ITC0"
17513,12,"01TI80"
17519,12,"01RH01"
17520,12,"01KA00"
17521,12,"01ITC0"
17539,8,"01ITE0"
17556,12,"01GR00"
17561,12,"01JD00"
17562,12,"01JD00"
17563,12,"01TI80"
17564,12,"01TI80"
17565,11,"01TI80"
17566,7,"01TI80"
17575,7,"01TI16"
17576,12,"01GR00"
17579,11,"01ITC0"
17587,12,"01JD00"
17588,12,"01ITC0"
17589,12,"01PB10"
17590,4,"01RH01"
17600,12,"01JD00"
17602,12,"01RH01"
17603,7,"01RH01"
17604,3,"01TI80"
17605,2,"01TI80"
17610,12,"01FK00"
17613,11,"01PB10"
17617,11,"01ITC0"
17618,3,"01ITC0"
17620,11,"01PD00"
17621,10,"01T100"
17622,10,"01T100"
17623,10,"01T100"
17624,10,"01ITC0"
17631,10,"01EM00"
17632,10,"01EM00"
17635,9,"01JD00"
17638,9,"01TI80"
17639,9,"01ITC0"
17640,4,"01ITC0"
17643,9,"01VV00"
17645,9,"01T100"
17647,9,"01T100"
17649,9,"01T100"
17650,9,"01T100"
17651,2,"01T100"
17654,9,"01RH01"
17655,9,"01T100"
17657,9,"01T100"
17658,8,"01PB10"
17659,8,"01PB10"
17663,3,"01ITT0"
17666,3,"01TI80"
17667,7,"01TI29"
17672,7,"01ITI0"
17673,7,"01TI80"
17674,4,"01TI80"
17675,7,"01RH01"
17676,7,"01T100"
17677,7,"01RH01"
17680,7,"01TI80"
17681,7,"01TI16"
17683,7,"01TI80"
17688,7,"01TI80"
17690,6,"01RH01"
17691,7,"01ITT0"
17692,7,"01ITC0"
17693,6,"01PB10"
17694,6,"01ITC0"
17695,6,"01ITT0"
17700,6,"01TI80"
17720,5,"01DO00"
17721,4,"01TI80"
17724,5,"01RH01"
17729,4,"01TI80"
17736,4,"01T100"
17750,3,"01TI80"
17751,3,"01TI80"
17752,3,"01TI80"
17753,3,"01KD00"
17754,3,"01RH01"
17755,3,"01RH01"
17769,2,"01KD00"
17770,2,"01RH01"
17771,2,"01RH01"
17773,2,"01JD00"
